Wavelength (nm),bf1,bf2,bf11,bf12,bf13
1638.0,-0.00026000000000000003,0.3690123838578958,0.3686949693872977,0.36837430250005604,0.3684265689926438
1641.0,-0.0002,0.3683170684839941,0.3678931667449918,0.3681553622297882,0.3680116738664883
1643.0,-0.00024,0.3687929067180727,0.3675635403462736,0.3681319191067125,0.36796682927341384
1645.0,-0.00022,0.3681888815950107,0.367600515773956,0.36839143382634093,0.36778780693438845
1647.0,-7e-05,0.3676198139557463,0.36716034432656897,0.367309618643088,0.36731727511947593
1649.0,-0.00032,0.3681208002554396,0.3668397928854656,0.36719590189719775,0.3674191080142378
1651.0,-0.00038,0.3684200613214712,0.3669667510137445,0.3672554200177167,0.36741988675893006
1653.0,-0.00055,0.3674783797473379,0.36680376657647257,0.3670340044925983,0.3665613264561417
1656.0,-0.0005099999999999999,0.3674096308385309,0.3665193582980091,0.3669300265541613,0.3666904228813292
1658.0,-0.0008699999999999999,0.3669197947526423,0.3662541078641055,0.3665846195075248,0.3656950144208317
1660.0,-0.0009,0.3666040187329661,0.3658939184880134,0.36635808338774617,0.3650487751617291
1662.0,-0.00137,0.36636873543172943,0.36483375832424103,0.3660151157255905,0.3651111591470609
1664.0,-0.00159,0.36671298777970784,0.3652684476059651,0.3654738178456697,0.36462362980088836
1666.0,-0.0019,0.3658073552434011,0.364211179393081,0.3638295788326272,0.3636922846710016
1668.0,-0.00201,0.3641827310396173,0.3637552389898889,0.3634082112769149,0.36289618471178725
1671.0,-0.00223,0.3635591235077423,0.3620153867362329,0.361887954608108,0.3611588355081261
1673.0,-0.0036,0.3610553662947827,0.3599925239145222,0.35963470921538343,0.3601530193541923
1675.0,-0.00413,0.3617182628809473,0.3595884179322978,0.35983414789000123,0.3582691688293937
1677.0,-0.00448,0.35975698727958955,0.35828634074855986,0.3586751451450772,0.35689238949245705
1679.0,-0.00596,0.3576381899590083,0.3570790344073382,0.3563948520654426,0.3556725195357777
1681.0,-0.00603,0.3586689262128413,0.3567272902545933,0.3557553838011912,0.3561109186637177
1684.0,-0.0058,0.3562836377817264,0.35572117943491105,0.3552717366494563,0.354211262639448
1686.0,-0.008190000000000001,0.3555077776914128,0.3524921899877665,0.3538082175404039,0.3530638859367664
1688.0,-0.00625,0.3584545889673111,0.3540262208287651,0.3542071445576997,0.3532645835842223
1690.0,-0.00759,0.3547659833038864,0.35242705284315284,0.3541507937156925,0.3524562118657167
1692.0,-0.00618,0.35694228963940283,0.35626096505274546,0.3555143980964548,0.352919712841388
1694.0,-0.006640000000000001,0.35904902632286284,0.35546514536214346,0.3557268361140851,0.3538424494106492
1696.0,-0.00847,0.3584441801207317,0.3532210420706187,0.3547099692980943,0.351320132474951
1699.0,-0.00571,0.3586764374892336,0.35663093413772257,0.3600789236274277,0.35558695651504596
1701.0,-0.00718,0.36026200279664394,0.3592822539608302,0.35616182855474715,0.35215501109790026
